id_reserva;id_unidade;id_tipo_quarto;id_cliente;id_canal;data_checkin;data_checkout;qtd_diarias;num_hospedes;avaliacao_hospede;status_reserva;forma_pagamento
306;4;3;153;1.0;2023-01-24;2023-01-29;5;2;6.0;cancelada;Dinheiro
307;3;1;208;2.0;2024-09-12;2024-09-14;2;1;1.0;confirmada;Dinheiro
308;4;5;155;1.0;2023-02-12;2023-02-17;5;2;9.0;concluída;PIX
309;1;3;128;1.0;2024-06-07;2024-06-12;5;1;;confirmada;Transferência
310;6;5;126;1.0;2023-03-26;2023-03-29;3;1;7.0;confirmada;Cartão de Débito
311;3;1;27;2.0;2023-07-15;2023-07-17;2;1;3.0;confirmada;Transferência
312;11;1;232;2.0;2023-09-08;2023-09-12;4;2;8.0;confirmada;Cartão de Crédito
313;11;4;295;2.0;2023-02-24;2023-03-03;7;3;8.0;confirmada;Dinheiro
314;9;3;158;1.0;2024-05-27;2024-06-01;5;1;;confirmada;Cartão de Crédito
315;7;3;106;4.0;2024-09-12;2024-09-17;5;2;9.0;confirmada;Cartão de Crédito
316;8;2;1;1.0;2024-09-02;2024-09-05;3;1;8.0;concluída;Cartão de Crédito
317;1;1;136;2.0;2024-11-16;2024-11-20;4;1;6.0;concluída;PIX
318;1;3;166;4.0;2023-08-03;2023-08-08;5;3;;cancelada;Transferência
319;5;2;81;1.0;2023-10-15;2023-10-17;2;1;3.0;confirmada;PIX
320;8;5;71;;2024-05-29;2024-06-03;5;3;10.0;confirmada;Dinheiro
321;1;2;294;1.0;2024-01-02;2024-01-08;6;2;9.0;confirmada;Cartão de Crédito
322;4;4;209;4.0;2024-06-25;2024-07-02;7;1;6.0;confirmada;PIX
323;7;1;101;1.0;2023-01-28;2023-02-03;6;1;7.0;confirmada;Cartão de Débito
324;6;3;47;3.0;2024-01-26;2024-02-01;6;1;;confirmada;Dinheiro
325;9;3;136;4.0;2024-09-30;2024-10-06;6;3;8.0;confirmada;Dinheiro
326;1;3;133;2.0;2023-05-04;2023-05-10;6;1;;confirmada;Transferência
327;4;3;61;4.0;2023-05-23;2023-05-26;3;3;9.0;confirmada;Cartão de Débito
328;4;1;67;1.0;2023-02-19;2023-02-22;3;2;9.0;confirmada;PIX
329;3;2;29;4.0;2024-01-15;2024-01-17;2;2;2.0;confirmada;Transferência
330;7;4;254;3.0;2024-06-08;2024-06-15;7;2;9.0;cancelada;Cartão de Débito
331;8;1;95;1.0;2023-10-20;2023-10-23;3;1;10.0;concluída;PIX
332;3;2;30;3.0;2023-07-15;2023-07-17;2;1;1.0;confirmada;PIX
333;6;1;141;4.0;2023-11-14;2023-11-21;7;2;6.0;confirmada;Cartão de Crédito
334;4;2;291;1.0;2024-08-31;2024-09-07;7;2;;confirmada;Dinheiro
335;9;5;107;1.0;2023-02-13;2023-02-16;3;1;;concluída;Dinheiro
336;7;4;239;4.0;2024-06-01;2024-06-02;1;3;10.0;confirmada;Cartão de Débito
337;6;2;148;1.0;2023-05-21;2023-05-25;4;2;10.0;confirmada;PIX
338;10;2;190;4.0;2023-01-24;2023-01-28;4;1;6.0;cancelada;Cartão de Débito
339;7;3;221;1.0;2023-06-07;2023-06-13;6;3;7.0;cancelada;Cartão de Crédito
340;3;3;263;2.0;2024-08-08;2024-08-09;1;1;3.0;confirmada;Dinheiro
341;9;2;154;2.0;2024-09-23;2024-09-24;1;2;7.0;concluída;Dinheiro
342;7;1;231;4.0;2023-12-20;2023-12-21;1;2;9.0;confirmada;PIX
343;12;3;149;4.0;2024-08-30;2024-09-03;4;3;10.0;confirmada;Cartão de Débito
344;9;4;135;1.0;2023-07-17;2023-07-22;5;1;7.0;confirmada;Cartão de Crédito
345;2;1;45;2.0;2023-09-15;2023-09-17;2;1;7.0;concluída;Cartão de Crédito
346;4;1;22;4.0;2024-04-05;2024-04-10;5;2;9.0;confirmada;Cartão de Débito
347;1;3;200;3.0;2023-07-28;2023-08-04;7;2;;no-show;Transferência
348;10;2;96;2.0;2023-09-11;2023-09-13;2;2;9.0;confirmada;Transferência
349;10;1;30;3.0;2024-03-16;2024-03-19;3;1;9.0;cancelada;PIX
350;1;5;83;2.0;2024-04-04;2024-04-06;2;2;6.0;confirmada;Cartão de Débito
351;7;1;108;2.0;2024-06-05;2024-06-10;5;2;9.0;confirmada;Transferência
352;2;1;227;4.0;2023-07-13;2023-07-15;2;2;9.0;confirmada;Cartão de Crédito
353;3;2;272;4.0;2024-01-15;2024-01-17;2;1;3.0;confirmada;Cartão de Crédito
354;3;2;201;3.0;2023-07-15;2023-07-17;2;2;2.0;confirmada;PIX
355;11;3;293;4.0;2023-09-03;2023-09-10;7;1;8.0;confirmada;PIX
356;5;1;57;2.0;2023-07-19;2023-07-20;1;2;4.0;cancelada;PIX
357;9;1;37;2.0;2024-01-02;2024-01-09;7;1;6.0;confirmada;Cartão de Crédito
358;3;1;10;4.0;2024-01-15;2024-01-17;2;2;2.0;confirmada;PIX
359;12;2;211;4.0;2024-11-29;2024-12-06;7;2;7.0;cancelada;Cartão de Crédito
360;7;2;21;2.0;2023-08-05;2023-08-07;2;2;10.0;concluída;Dinheiro
361;1;4;119;1.0;2024-12-26;2024-12-27;1;1;8.0;confirmada;Cartão de Crédito
362;10;1;213;2.0;2024-11-20;2024-11-22;2;1;9.0;confirmada;cartao credito
363;12;3;83;2.0;2024-02-05;2024-02-12;7;1;6.0;confirmada;Cartão de Débito
364;4;3;288;1.0;2023-04-03;2023-04-10;7;3;10.0;confirmada;Dinheiro
365;11;3;281;3.0;2023-04-10;2023-04-11;1;3;8.0;confirmada;Dinheiro
366;9;2;177;2.0;2024-06-14;2024-06-21;7;1;7.0;confirmada;Cartão de Débito
367;10;2;151;3.0;2023-08-20;2023-08-27;7;2;7.0;confirmada;Cartão de Débito
368;8;3;188;2.0;2024-10-24;2024-10-31;7;1;10.0;cancelada;Cartão de Crédito
369;5;1;47;1.0;2023-12-21;2023-12-23;2;1;3.0;confirmada;Dinheiro
370;1;1;176;1.0;2023-01-10;2023-01-17;7;2;9.0;concluída;PIX
371;3;1;102;3.0;2023-07-15;2023-07-17;2;1;3.0;confirmada;PIX
372;11;5;24;1.0;2023-08-09;2023-08-13;4;4;7.0;concluída;PIX
373;7;4;215;1.0;2023-07-19;2023-07-21;2;2;10.0;confirmada;PIX
374;10;2;9;4.0;2023-02-13;2023-02-16;3;2;6.0;confirmada;PIX
375;3;1;282;3.0;2024-01-15;2024-01-17;2;1;1.0;confirmada;Cartão de Débito
376;3;2;140;2.0;2023-03-22;2023-03-24;2;1;2.0;confirmada;Cartão de Débito
377;5;2;300;2.0;2024-06-15;2024-06-17;2;2;3.0;confirmada;Dinheiro
378;8;3;83;1.0;2024-03-26;2024-03-30;4;3;;confirmada;CC
379;11;4;20;1.0;2024-03-22;2024-03-26;4;4;9.0;confirmada;Cartão de Crédito
380;2;1;242;3.0;2024-07-21;2024-07-25;4;2;9.0;confirmada;PIX
381;10;4;116;4.0;2023-07-21;2023-07-26;5;4;6.0;confirmada;PIX
382;6;2;145;1.0;2024-01-13;2024-01-15;2;1;8.0;confirmada;Cartão de Crédito
383;7;3;52;1.0;2024-07-08;2024-07-10;2;1;9.0;cancelada;PIX
384;5;1;250;4.0;2024-03-26;2024-03-28;2;2;4.0;concluída;Dinheiro
385;9;4;159;2.0;2023-10-27;2023-10-30;3;4;9.0;concluída;Cartão de Crédito
386;4;2;185;4.0;2024-12-20;2024-12-21;1;1;9.0;concluída;PIX
387;4;4;178;4.0;2024-10-10;2024-10-14;4;1;10.0;confirmada;PIX
388;5;2;72;4.0;2023-10-15;2023-10-17;2;2;3.0;confirmada;PIX
389;4;3;282;2.0;2024-04-17;2024-04-18;1;2;6.0;confirmada;Cartão de Crédito
390;4;2;71;;2023-02-11;2023-02-13;2;1;6.0;confirmada;PIX
391;6;2;108;3.0;2024-11-30;2024-12-03;3;2;6.0;confirmada;Cartão de Débito
392;2;1;148;3.0;2024-08-03;2024-08-04;1;2;9.0;confirmada;PIX
393;11;1;145;1.0;2024-04-10;2024-04-16;6;2;9.0;confirmada;Dinheiro
394;5;1;12;2.0;2024-04-14;2024-04-15;1;1;1.0;confirmada;Dinheiro
395;9;1;289;2.0;2023-08-27;2023-08-28;1;1;6.0;cancelada;PIX
396;2;1;117;4.0;2024-12-08;2024-12-11;3;2;8.0;confirmada;Cartão de Débito
397;4;1;44;1.0;2023-09-12;2023-09-19;7;1;6.0;concluída;PIX
398;3;2;186;2.0;2023-08-13;2023-08-14;1;1;3.0;no-show;Cartão de Crédito
399;11;3;214;2.0;2023-03-09;2023-03-12;3;1;7.0;no-show;Dinheiro
400;12;3;206;2.0;2023-02-08;2023-02-15;7;2;;confirmada;PIX
401;5;1;291;2.0;2023-06-26;2023-06-28;2;2;1.0;confirmada;Dinheiro
402;7;3;223;3.0;2024-12-12;2024-12-17;5;3;7.0;confirmada;Cartão de Débito
403;2;1;168;3.0;2023-11-30;2023-12-05;5;2;6.0;confirmada;Dinheiro
404;12;1;220;1.0;2024-09-09;2024-09-11;2;2;10.0;confirmada;Cartão de Crédito
405;4;1;113;4.0;2024-11-26;2024-12-03;7;1;;confirmada;PIX
406;3;2;89;2.0;2023-07-15;2023-07-17;2;1;2.0;confirmada;Transferência
407;9;3;192;2.0;2023-01-29;2023-02-03;5;1;8.0;no-show;Cartão de Débito
408;1;3;153;4.0;2024-02-09;2024-02-16;7;3;9.0;cancelada;Cartão de Débito
409;7;5;213;1.0;2024-09-03;2024-09-08;5;4;9.0;confirmada;Cartão de Crédito
410;5;1;146;4.0;2023-10-15;2023-10-17;2;1;1.0;confirmada;Cartão de Débito
411;8;1;178;4.0;2023-05-31;2023-06-06;6;1;7.0;cancelada;Dinheiro
412;1;3;285;2.0;2024-08-01;2024-08-04;3;2;9.0;confirmada;Transferência
413;2;3;232;1.0;2023-01-30;2023-01-31;1;2;8.0;confirmada;Transferência
414;6;5;279;1.0;2024-03-21;2024-03-26;5;2;6.0;confirmada;Dinheiro
415;3;1;67;4.0;2023-07-30;2023-07-31;1;2;2.0;confirmada;Cartão de Crédito
416;2;3;149;1.0;2023-01-07;2023-01-11;4;1;10.0;cancelada;Dinheiro
417;12;3;289;3.0;2024-10-26;2024-11-02;7;2;9.0;confirmada;Dinheiro
418;11;3;283;3.0;2024-02-08;2024-02-12;4;2;10.0;confirmada;Transferência
419;3;3;52;2.0;2023-02-23;2023-02-25;2;2;1.0;confirmada;Transferência
420;12;3;57;4.0;2024-04-07;2024-04-10;3;2;7.0;confirmada;Cartão de Crédito
421;6;5;175;1.0;2024-05-17;2024-05-18;1;3;10.0;confirmada;PIX
422;3;1;285;2.0;2023-12-26;2023-12-29;3;1;1.0;confirmada;Cartão de Débito
423;12;4;216;1.0;2023-01-29;2023-02-05;7;4;9.0;confirmada;Dinheiro
424;10;3;288;4.0;2023-04-14;2023-04-16;2;3;6.0;confirmada;PIX
425;5;3;248;2.0;2023-01-23;2023-01-25;2;2;4.0;no-show;PIX
426;4;3;151;4.0;2023-08-28;2023-09-02;5;1;9.0;concluída;Dinheiro
427;5;1;135;1.0;2023-10-15;2023-10-17;2;2;1.0;confirmada;Cartão de Débito
428;5;2;270;4.0;2024-03-10;2024-03-11;1;1;2.0;concluída;PIX
429;2;2;277;1.0;2024-06-10;2024-06-11;1;2;8.0;confirmada;PIX
430;5;2;231;2.0;2023-11-24;2023-11-26;2;2;4.0;confirmada;PIX
431;5;2;133;2.0;2024-06-15;2024-06-17;2;2;3.0;confirmada;PIX
432;12;2;52;3.0;2023-03-02;2023-03-05;3;1;7.0;concluída;Cartão de Débito
433;11;3;277;2.0;2023-05-01;2023-05-07;6;2;6.0;confirmada;Cartão de Débito
434;10;4;168;4.0;2024-12-10;2024-12-12;2;2;6.0;cancelada;Dinheiro
435;6;4;136;2.0;2023-08-22;2023-08-25;3;1;8.0;confirmada;Cartão de Débito
436;9;3;257;1.0;2024-04-06;2024-04-10;4;2;7.0;no-show;déb
437;12;2;4;1.0;2024-05-14;2024-05-15;1;1;7.0;confirmada;Cartão de Débito
438;5;1;100;2.0;2024-04-26;2024-04-28;2;2;;no-show;Cartão de Débito
439;6;1;294;3.0;2023-03-13;2023-03-15;2;1;8.0;confirmada;PIX
440;1;4;99;1.0;2024-08-07;2024-08-12;5;2;;cancelada;Cartão de Débito
441;8;3;248;2.0;2024-03-15;2024-03-18;3;3;6.0;cancelada;Dinheiro
442;11;5;220;1.0;2024-10-22;2024-10-28;6;2;7.0;concluída;Transferência
443;5;1;149;2.0;2023-10-15;2023-10-17;2;1;2.0;confirmada;Transferência
444;7;4;2;4.0;2024-11-10;2024-11-12;2;4;7.0;confirmada;PIX
445;7;1;254;4.0;2023-03-22;2023-03-27;5;1;7.0;cancelada;Dinheiro
446;8;5;72;4.0;2024-08-19;2024-08-24;5;4;6.0;cancelada;Dinheiro
447;4;2;148;1.0;2024-02-07;2024-02-08;1;2;7.0;cancelada;Transferência
448;1;2;244;1.0;2024-07-10;2024-07-15;5;1;8.0;confirmada;Transferência
449;7;2;70;1.0;2024-10-26;2024-10-29;3;2;6.0;Confirmada;Cartão de Crédito
450;11;2;2;2.0;2023-07-08;2023-07-15;7;2;6.0;confirmada;PIX
451;12;5;113;4.0;2023-11-02;2023-11-08;6;4;10.0;confirmada;Transferência
452;3;1;93;1.0;2023-07-15;2023-07-17;2;1;3.0;confirmada;Transferência
453;9;3;259;2.0;2024-09-14;2024-09-20;6;2;8.0;confirmada;Cartão de Crédito
454;1;2;205;2.0;2024-05-31;2024-06-01;1;2;;confirmada;Transferência
455;5;2;107;;2024-03-03;2024-03-04;1;2;2.0;concluída;Cartão de Débito
456;4;4;273;1.0;2023-03-03;2023-03-06;3;1;9.0;confirmada;Dinheiro
457;10;2;244;;2023-04-18;2023-04-23;5;1;;cancelada;PIX
458;5;1;247;4.0;2024-06-15;2024-06-17;2;2;1.0;confirmada;Dinheiro
459;5;2;287;2.0;2023-10-15;2023-10-17;2;2;1.0;confirmada;Cartão de Crédito
460;11;3;122;3.0;2024-06-01;2024-06-04;3;1;7.0;concluída;Cartão de Débito
461;2;2;238;3.0;2024-08-03;2024-08-10;7;1;6.0;cancelada;Cartão de Crédito
462;3;3;253;1.0;2024-02-07;2024-02-10;3;2;3.0;cancelada;Cartão de Débito
463;4;4;122;2.0;2023-01-17;2023-01-23;6;1;8.0;confirmada;Cartão de Crédito
464;3;2;3;3.0;2023-07-15;2023-07-17;2;1;2.0;confirmada;PIX
465;7;3;299;1.0;2023-03-24;2023-03-27;3;3;9.0;confirmada;Cartão de Débito
466;2;4;99;;2023-12-27;2023-12-29;2;2;6.0;confirmada;Cartão de Débito
467;10;3;243;2.0;2024-02-16;2024-02-22;6;2;6.0;cancelada;Cartão de Crédito
468;1;3;57;4.0;2024-09-19;2024-09-26;7;3;8.0;confirmada;PIX
469;3;2;288;2.0;2024-03-13;2024-03-14;1;1;2.0;confirmada;Dinheiro
470;5;2;70;3.0;2024-06-15;2024-06-17;2;1;2.0;confirmada;Transferência
471;8;1;28;3.0;2024-06-03;2024-06-07;4;1;;cancelada;Dinheiro
472;11;2;15;1.0;2024-11-29;2024-12-04;5;1;;concluída;Transferência
473;12;1;195;4.0;2023-12-16;2023-12-18;2;1;6.0;confirmada;DINHEIRO
474;8;2;207;2.0;2024-07-07;2024-07-08;1;1;7.0;cancelada;Transferência
475;8;2;123;1.0;2023-06-01;2023-06-07;6;1;10.0;confirmada;PIX
476;7;3;17;1.0;2023-03-15;2023-03-19;4;3;9.0;confirmada;Cartão de Crédito
477;3;1;9;4.0;2024-01-15;2024-01-17;2;1;3.0;confirmada;Dinheiro
478;8;2;178;1.0;2023-06-11;2023-06-18;7;1;;confirmada;Cartão de Débito
479;12;3;293;3.0;2023-12-14;2023-12-16;2;2;7.0;confirmada;PIX
480;2;1;222;2.0;2024-05-11;2024-05-15;4;1;10.0;cancelada;Cartão de Crédito
481;2;2;27;2.0;2023-12-28;2024-01-04;7;2;10.0;confirmada;Transferência
482;6;1;170;2.0;2023-03-31;2023-04-07;7;2;10.0;confirmada;Dinheiro
483;1;5;15;1.0;2023-03-28;2023-04-03;6;2;8.0;confirmada;Cartão de Débito
484;1;2;260;2.0;2023-07-12;2023-07-16;4;2;8.0;cancelada;PIX
485;9;2;163;1.0;2024-12-01;2024-12-03;2;1;7.0;concluída;Cartão de Crédito
486;12;5;149;1.0;2024-02-26;2024-03-03;6;2;8.0;concluída;PIX
487;11;5;244;3.0;2024-07-02;2024-07-07;5;1;7.0;confirmada;Dinheiro
488;11;4;272;2.0;2024-10-25;2024-10-26;1;4;6.0;confirmada;Cartão de Débito
489;3;1;69;2.0;2023-03-03;2023-03-04;1;1;2.0;concluída;PIX
490;12;2;30;1.0;2023-06-27;2023-07-04;7;1;8.0;no-show;Cartão de Débito
491;10;5;132;4.0;2023-04-17;2023-04-22;5;4;10.0;cancelada;Cartão de Crédito
492;6;2;90;4.0;2023-11-06;2023-11-08;2;1;;confirmada;Dinheiro
493;7;2;98;2.0;2024-08-15;2024-08-18;3;1;8.0;confirmada;Dinheiro
494;2;1;215;1.0;2024-07-17;2024-07-21;4;2;7.0;confirmada;Cartão de Crédito
495;2;1;46;1.0;2024-08-24;2024-08-29;5;2;10.0;concluída;Dinheiro
496;1;3;88;4.0;2024-07-15;2024-07-19;4;3;6.0;confirmada;PIX
497;8;5;55;2.0;2023-03-23;2023-03-26;3;2;6.0;confirmada;PIX
498;12;2;253;2.0;2024-03-10;2024-03-15;5;2;7.0;concluída;Dinheiro
499;9;3;173;4.0;2024-02-24;2024-02-25;1;3;;confirmada;Transferência
500;11;5;19;1.0;2024-11-22;2024-11-25;3;3;6.0;confirmada;Dinheiro
501;4;5;184;2.0;2023-11-01;2023-11-06;5;2;9.0;confirmada;Transferência
502;5;1;227;2.0;2023-11-07;2023-11-08;1;2;1.0;confirmada;Cartão de Crédito
503;10;2;176;1.0;2024-07-05;2024-07-06;1;1;9.0;concluída;Cartão de Crédito
504;9;4;79;2.0;2023-04-19;2023-04-24;5;2;6.0;confirmada;Dinheiro
505;1;3;231;1.0;2023-11-04;2023-11-07;3;2;;confirmada;Cartão de Crédito
506;2;2;118;4.0;2023-03-28;2023-04-01;4;2;10.0;confirmada;Transferência
507;4;4;93;4.0;2023-03-07;2023-03-12;5;1;7.0;concluída;Transferência
508;10;5;212;1.0;2023-03-24;2023-03-28;4;1;6.0;concluída;Cartão de Débito
509;10;4;247;1.0;2023-11-14;2023-11-16;2;3;;confirmada;Cartão de Débito
510;12;1;214;3.0;2024-12-07;2024-12-12;5;1;8.0;confirmada;Cartão de Débito
511;2;2;249;2.0;2023-10-09;2023-10-16;7;1;7.0;confirmada;Cartão de Débito
512;3;1;5;3.0;2024-11-22;2024-11-24;2;2;2.0;concluída;PIX
513;7;1;37;1.0;2023-09-17;2023-09-23;6;1;7.0;confirmada;Cartão de Crédito
514;2;2;189;1.0;2024-12-04;2024-12-11;7;2;9.0;confirmada;Dinheiro
515;3;2;277;3.0;2024-02-04;2024-02-07;3;2;3.0;confirmada;Cartão de Crédito
516;3;2;125;4.0;2023-07-15;2023-07-17;2;1;1.0;confirmada;Dinheiro
517;3;1;193;3.0;2024-01-15;2024-01-17;2;2;1.0;confirmada;PIX
518;9;1;114;3.0;2023-03-01;2023-03-06;5;1;10.0;concluída;Cartão de Débito
519;1;1;10;1.0;2023-04-01;2023-04-03;2;1;;concluída;Cartão de Débito
520;3;3;97;2.0;2023-05-02;2023-05-03;1;3;3.0;confirmada;Cartão de Crédito
521;7;3;186;1.0;2024-03-03;2024-03-04;1;1;7.0;confirmada;Transferência
522;10;3;262;1.0;2024-10-22;2024-10-27;5;1;;confirmada;Cartão de Débito
523;4;2;19;2.0;2023-10-14;2023-10-15;1;1;10.0;confirmada;Cartão de Débito
524;9;2;292;4.0;2024-01-02;2024-01-06;4;1;10.0;confirmada;Dinheiro
525;1;1;199;2.0;2023-08-25;2023-08-31;6;2;;cancelada;Cartão de Débito
526;9;3;120;1.0;2024-11-17;2024-11-23;6;3;10.0;confirmada;Dinheiro
527;11;2;82;2.0;2024-01-10;2024-01-16;6;2;9.0;confirmada;Dinheiro
528;12;4;14;2.0;2024-12-18;2024-12-25;7;4;6.0;cancelada;Cartão de Crédito
529;9;4;4;3.0;2023-03-11;2023-03-17;6;2;10.0;confirmada;Cartão de Débito
530;12;2;92;4.0;2023-01-18;2023-01-24;6;1;8.0;confirmada;PIX
531;11;1;10;4.0;2024-02-18;2024-02-19;1;1;9.0;no-show;PIX
532;12;3;124;2.0;2023-09-23;2023-09-25;2;1;7.0;confirmada;Dinheiro
533;11;1;4;2.0;2023-12-30;2024-01-06;7;1;10.0;confirmada;PIX
534;5;1;274;4.0;2024-06-15;2024-06-17;2;1;1.0;confirmada;PIX
535;12;2;214;2.0;2024-12-15;2024-12-20;5;1;;cancelada;PIX
536;3;2;214;1.0;2023-07-15;2023-07-17;2;2;2.0;confirmada;Transferência
537;7;1;14;1.0;2023-03-26;2023-04-01;6;1;10.0;confirmada;Transferência
538;10;5;117;3.0;2023-01-24;2023-01-28;4;4;6.0;confirmada;Cartão de Crédito
539;11;1;198;1.0;2024-03-22;2024-03-23;1;2;10.0;concluída;Dinheiro
540;3;2;126;1.0;2023-07-15;2023-07-17;2;1;3.0;confirmada;ted
541;1;1;265;1.0;2024-08-23;2024-08-30;7;1;7.0;confirmada;PIX
542;5;2;50;4.0;2023-10-15;2023-10-17;2;1;1.0;confirmada;Cartão de Débito
543;2;1;177;;2023-09-01;2023-09-02;1;1;8.0;confirmada;PIX
544;8;2;145;1.0;2024-02-28;2024-03-04;5;1;;confirmada;Cartão de Crédito
545;10;2;152;1.0;2023-04-11;2023-04-14;3;1;10.0;Confirmada;Cartão de Débito
546;12;3;114;2.0;2023-02-02;2023-02-09;7;3;;cancelada;Dinheiro
547;11;3;23;4.0;2024-06-22;2024-06-29;7;3;6.0;cancelada;Transferência
548;5;2;249;2.0;2024-06-15;2024-06-17;2;2;2.0;confirmada;Transferência
549;2;1;224;1.0;2023-03-31;2023-04-02;2;1;7.0;no-show;Cartão de Débito
550;8;1;188;1.0;2024-03-22;2024-03-25;3;2;10.0;confirmada;PIX
551;7;1;261;2.0;2024-02-04;2024-02-07;3;1;;confirmada;Transferência
552;6;4;276;4.0;2024-07-25;2024-08-01;7;4;7.0;cancelada;Transferência
553;8;5;133;1.0;2024-06-09;2024-06-15;6;4;8.0;confirmada;Cartão de Crédito
554;2;2;172;2.0;2023-06-29;2023-07-01;2;2;6.0;confirmada;Transferência
555;6;4;227;1.0;2023-01-24;2023-01-29;5;4;10.0;confirmada;Dinheiro
556;1;2;106;1.0;2023-11-18;2023-11-21;3;1;7.0;confirmada;PIX
557;2;5;76;1.0;2023-06-09;2023-06-10;1;3;8.0;confirmada;Transferência
558;8;3;95;4.0;2024-04-17;2024-04-24;7;1;9.0;confirmada;PIX
559;9;3;228;3.0;2023-07-29;2023-08-01;3;1;7.0;confirmada;Cartão de Crédito
560;2;3;97;4.0;2024-12-27;2025-01-01;5;2;8.0;cancelada;Cartão de Crédito
561;6;3;275;3.0;2023-06-12;2023-06-19;7;2;8.0;concluída;PIX
562;3;1;166;1.0;2024-01-15;2024-01-17;2;1;1.0;confirmada;Transferência
563;2;3;128;1.0;2024-10-06;2024-10-12;6;2;;cancelada;PIX
564;6;1;32;1.0;2024-10-24;2024-10-27;3;1;7.0;confirmada;Cartão de Crédito
565;9;5;178;2.0;2024-04-28;2024-04-30;2;4;9.0;cancelada;Cartão de Débito
566;8;1;108;2.0;2023-07-12;2023-07-14;2;2;9.0;confirmada;PIX
567;2;3;204;2.0;2024-04-01;2024-04-07;6;3;9.0;confirmada;PIX
568;8;4;199;1.0;2023-07-16;2023-07-23;7;-1;9.0;confirmada;Cartão de Crédito
569;4;4;154;2.0;2023-06-06;2023-06-11;5;2;9.0;confirmada;Cartão de Crédito
570;6;2;300;2.0;2024-02-16;2024-02-21;5;2;;conf.;Cartão de Débito
571;3;1;113;1.0;2023-01-11;2023-01-12;1;2;3.0;confirmada;Cartão de Débito
572;3;1;188;3.0;2024-01-15;2024-01-17;2;1;1.0;confirmada;Cartão de Débito
573;6;4;123;3.0;2024-03-02;2024-03-08;6;1;9.0;confirmada;Cartão de Débito
574;11;2;267;1.0;2024-12-16;2024-12-22;6;2;9.0;CONFIRMADA ;Cartão de Débito
575;9;2;65;;2023-05-10;2023-05-16;6;1;;confirmada;Transferência
576;1;3;151;3.0;2024-11-04;2024-11-09;5;2;10.0;concluída;PIX
577;10;2;62;1.0;2023-12-03;2023-12-10;7;1;;concluída;Cartão de Débito
578;11;1;147;1.0;2023-03-07;2023-03-11;4;1;6.0;confirmada;Cartão de Crédito
579;11;1;279;4.0;2023-11-23;2023-11-25;2;2;6.0;confirmada;Cartão de Débito
580;11;4;289;4.0;2024-09-28;2024-10-02;4;1;7.0;concluída;PIX
581;2;3;216;4.0;2024-08-16;2024-08-19;3;3;9.0;confirmada;PIX
582;11;1;230;;2024-04-15;2024-04-19;4;2;9.0;confirmada;Cartão de Débito
583;4;2;289;1.0;2023-01-10;2023-01-12;2;1;10.0;confirmada;PIX
584;6;2;79;4.0;2024-11-21;2024-11-28;7;1;10.0;concluída;Transferência
585;8;3;136;4.0;2024-12-14;2024-12-19;5;3;;confirmada;PIX
586;5;2;2;2.0;2024-06-15;2024-06-17;2;1;3.0;confirmada;Cartão de Crédito
587;5;2;128;2.0;2023-10-15;2023-10-17;2;1;1.0;confirmada;C. Crédito
588;10;1;276;2.0;2023-10-19;2023-10-25;6;1;;cancelada;Cartão de Débito
589;3;1;175;1.0;2024-11-24;2024-11-25;1;1;1.0;cancelada;PIX
590;6;2;214;1.0;2024-11-12;2024-11-13;1;2;10.0;confirmada;Cartão de Débito
591;10;2;260;2.0;2024-08-10;2024-08-12;2;1;;confirmada;Dinheiro
592;8;3;286;4.0;2024-11-13;2024-11-18;5;2;7.0;confirmada;Transferência
593;2;3;270;1.0;2024-01-17;2024-01-24;7;1;;confirmada;Transferência
594;12;3;154;1.0;2023-09-18;2023-09-22;4;1;10.0;concluída;Cartão de Débito
595;1;3;170;4.0;2023-08-24;2023-08-25;1;1;8.0;confirmada;Dinheiro
596;9;2;298;;2024-06-25;2024-06-29;4;1;9.0;confirmada;PIX
597;5;1;147;2.0;2023-08-11;2023-08-14;3;1;2.0;cancelada;Dinheiro
598;8;2;60;2.0;2023-06-15;2023-06-22;7;1;8.0;no-show;Dinheiro
599;4;2;62;2.0;2023-05-14;2023-05-17;3;2;8.0;confirmada;Cartão de Débito
600;8;2;70;4.0;2024-11-03;2024-11-04;1;1;7.0;Concluída ;Transferência
601;3;1;175;3.0;2023-07-15;2023-07-17;2;1;2.0;confirmada;Cartão de Crédito
602;12;2;187;4.0;2023-03-06;2023-03-12;6;1;6.0;confirmada;Cartão de Débito
603;1;1;105;4.0;2024-05-18;2024-05-22;4;1;6.0;concluída;Cartão de Débito
604;12;1;300;2.0;2023-11-18;2023-11-24;6;1;;cancelada;Transferência
605;5;2;41;2.0;2024-06-15;2024-06-17;2;2;3.0;confirmada;Cartão de Débito
606;9;2;33;4.0;2024-08-05;2024-08-12;7;1;6.0;confirmada;PIX
607;6;1;64;4.0;2024-02-05;2024-02-12;7;1;8.0;confirmada;Dinheiro
608;3;1;209;1.0;2023-07-15;2023-07-17;2;1;3.0;confirmada;Cartão de Débito
609;4;2;218;4.0;2023-03-20;2023-03-26;6;1;;confirmada;Cartão de Crédito
610;9;1;31;3.0;2024-07-17;2024-07-23;6;1;10.0;confirmada;Cartão de Crédito
611;10;3;268;1.0;2024-04-27;2024-04-30;3;3;6.0;confirmada;PIX
612;8;3;84;1.0;2023-06-26;2023-07-03;7;2;6.0;concluída;Dinheiro
